t1_winstreak,t2_winstreak,t1_h2h,t2_h2h,t1_ranking,t2_ranking,t1_weeks,t2_weeks,t1_age,t2_age,t1_rating,t2_rating,t1_winrate,t2_winrate,t1_5v4,t2_5v4,t1_4v5,t2_4v5,t1_maps,t2_maps,t1_pistol,t2_pistol,t1_rounds_lost,t1_rounds_won,t1_fp,t1_fp_percent,t2_rounds_lost,t2_rounds_won,t2_fp,t2_fp_percent,t1_team_rating,t1_event_rating,t2_team_rating,t2_event_rating,winstreak_diff,h2h_diff,ranking_diff,weeks_diff,age_diff,rating_diff,winrate_diff,5v4_diff,4v5_diff,maps_diff,pistol_diff,rounds_lost_diff,rounds_won_diff,fp_percent_diff,team_rating_diff,event_rating_diff
0.0,0.0,0.0,0.0,0.09876543209876545,0.033333333333333326,0.03428571428571425,0.3458333333333334,0.5733333333333334,0.7926829268292686,0.40000000000000036,0.7943262411347517,0.6,0.562,0.43665768194070087,0.6989528795811519,0.4878787878787879,0.5271565495207666,0.1481481481481481,0.5555555555555555,0.5,0.7153762268266086,0.7000000000000001,0.5833333333333334,False,0.09859154929577468,0.42500000000000004,0.6294444444444445,True,0.9104477611940296,0.6315789473684212,0.42909090909090924,0.5588235294117649,0.3686274509803923,0.5000000000000001,0.3636363636363637,0.5566037735849056,0.3838630806845966,0.294642857142857,0.28323699421965354,0.5766666666666667,0.3725834797891037,0.5145067698259188,0.31999999999999995,0.3811475409836065,0.640625,0.5068,0.07633587786259538,0.5555555555555557,0.5084337349397592
0.0,0.0,0.0,0.0,0.09876543209876545,0.033333333333333326,0.03428571428571425,0.3458333333333334,0.5733333333333334,0.7926829268292686,0.40000000000000036,0.7943262411347517,0.571,0.5,0.5094339622641508,0.7198952879581153,0.43636363636363634,0.4760383386581468,0.22222222222222215,0.3333333333333333,0.714,0.3816793893129771,0.5875000000000001,0.40722222222222226,True,0.4084507042253521,0.525,0.638888888888889,False,0.14925373134328354,0.6315789473684212,0.42909090909090924,0.5588235294117649,0.3686274509803923,0.5000000000000001,0.3636363636363637,0.5566037735849056,0.3838630806845966,0.294642857142857,0.28323699421965354,0.595,0.4059753954305798,0.5125725338491297,0.48,0.7363387978142076,0.5078125,0.37320000000000003,0.6335877862595419,0.5555555555555557,0.5084337349397592
0.0,0.0,0.0,0.07142857142857142,0.0,0.2555555555555556,0.48571428571428577,0.06666666666666667,0.6,0.5121951219512196,0.7800000000000002,0.6666666666666669,0.667,0.33299999999999996,0.6307277628032345,0.5602094240837696,0.5242424242424241,0.3514376996805111,0.2962962962962962,0.0740740740740741,0.5,0.3631406761177754,0.6500000000000001,0.5183333333333333,True,0.33802816901408456,0.35,0.5277777777777778,False,0.22388059701492533,0.9473684210526316,0.6545454545454548,0.3823529411764707,0.2470588235294117,0.5000000000000001,0.2727272727272728,0.2924528301886793,0.7408312958435208,0.5178571428571427,0.606936416184971,0.741111111111111,0.5922671353251318,0.644100580270793,0.66,0.601775956284153,0.65625,0.5332,0.5572519083969465,0.8888888888888891,0.7325301204819281
0.0,0.0,0.0,0.07142857142857142,0.0,0.2555555555555556,0.48571428571428577,0.06666666666666667,0.6,0.5121951219512196,0.7800000000000002,0.6666666666666669,0.8,0.5,0.8167115902964961,0.4502617801047122,0.6545454545454545,0.27795527156549515,0.33333333333333326,0.1111111111111111,0.5,0.8178844056706652,0.4750000000000001,0.5,False,0.16901408450704228,0.65,0.4444444444444445,False,0.22388059701492533,0.9473684210526316,0.6545454545454548,0.3823529411764707,0.2470588235294117,0.5000000000000001,0.2727272727272728,0.2924528301886793,0.7408312958435208,0.5178571428571427,0.606936416184971,0.7222222222222222,0.7873462214411246,0.7717601547388782,0.66,0.3169398907103825,0.359375,0.58,0.465648854961832,0.8888888888888891,0.7325301204819281
0.0,0.0,0.11764705882352944,0.07142857142857142,0.1481481481481482,0.05555555555555558,0.30857142857142855,0.14583333333333334,0.44000000000000006,0.5243902439024393,0.34999999999999964,0.7872340425531916,0.2,0.615,0.6118598382749326,0.761780104712042,0.2575757575757575,0.44728434504792336,0.1481481481481481,0.4444444444444444,0.7,0.4612868047982552,0.45000000000000007,0.5555555555555556,False,0.22535211267605637,0.4215,0.5666666666666667,False,0.417910447761194,0.5,0.3418181818181819,0.8235294117647065,0.5450980392156864,0.5000000000000001,0.4545454545454546,0.5754716981132075,0.6185819070904646,0.401785714285714,0.26011560693641606,0.325,0.4446397188049208,0.41586073500967113,0.38,0.6769125683060109,0.4865625,0.532,0.3969465648854961,0.29629629629629617,0.3421686746987952
0.0,0.0,0.11764705882352944,0.07142857142857142,0.1481481481481482,0.05555555555555558,0.30857142857142855,0.14583333333333334,0.44000000000000006,0.5243902439024393,0.34999999999999964,0.7872340425531916,0.333,0.5,0.33692722371967654,0.5837696335078534,0.44545454545454544,0.6102236421725239,0.07407407407407401,0.25925925925925924,0.333,0.6815703380588877,0.9500000000000002,0.5555555555555556,False,0.22535211267605637,0.4375,0.7777777777777779,False,0.0,0.5,0.3418181818181819,0.8235294117647065,0.5450980392156864,0.5000000000000001,0.4545454545454546,0.5754716981132075,0.6185819070904646,0.401785714285714,0.26011560693641606,0.4627777777777778,0.3848857644991213,0.437137330754352,0.44,0.2882513661202185,0.7890625,0.38,0.6106870229007633,0.29629629629629617,0.3421686746987952
0.0,0.0,0.0,0.0,0.48148148148148157,0.033333333333333326,0.0,0.3458333333333334,0.3733333333333334,0.7926829268292686,0.4299999999999997,0.7943262411347517,0.5,0.562,0.660377358490566,0.6989528795811519,0.47878787878787876,0.5271565495207666,0.18518518518518515,0.5555555555555555,0.25,0.7153762268266086,0.6125,0.8705555555555555,True,0.5774647887323945,0.42500000000000004,0.6294444444444445,True,0.9104477611940296,0.2894736842105263,0.1890909090909092,0.5588235294117649,0.3686274509803923,0.5000000000000001,0.3636363636363637,0.8490566037735849,0.36919315403422986,0.16071428571428548,0.30057803468208094,0.5211111111111111,0.5184534270650263,0.5087040618955513,0.33999999999999997,0.2103825136612021,0.5859375,0.7136,0.3358778625954198,0.3148148148148149,0.3493975903614459
0.0,0.0,0.0,0.0,0.48148148148148157,0.033333333333333326,0.0,0.3458333333333334,0.3733333333333334,0.7926829268292686,0.4299999999999997,0.7943262411347517,1.0,0.571,0.9703504043126685,0.6230366492146597,0.512121212121212,0.498402555910543,0.07407407407407401,0.2222222222222222,0.667,0.6226826608505998,0.6500000000000001,0.0,False,0.08450704225352115,0.5665,0.5927777777777778,False,0.2388059701492537,0.2894736842105263,0.1890909090909092,0.5588235294117649,0.3686274509803923,0.5000000000000001,0.3636363636363637,0.8490566037735849,0.36919315403422986,0.16071428571428548,0.30057803468208094,0.7938888888888889,0.7715289982425306,0.5473887814313346,0.45999999999999996,0.5532786885245902,0.5209375,0.11320000000000002,0.41221374045801523,0.3148148148148149,0.3493975903614459
0.0,0.0,0.0,0.0,0.48148148148148157,0.033333333333333326,0.0,0.3458333333333334,0.3733333333333334,0.7926829268292686,0.4299999999999997,0.7943262411347517,0.25,0.5,0.47978436657681955,0.7198952879581153,0.2848484848484848,0.4760383386581468,0.11111111111111105,0.3333333333333333,0.375,0.3816793893129771,0.6000000000000001,0.6666666666666667,False,0.08450704225352115,0.525,0.638888888888889,False,0.14925373134328354,0.2894736842105263,0.1890909090909092,0.5588235294117649,0.3686274509803923,0.5000000000000001,0.3636363636363637,0.8490566037735849,0.36919315403422986,0.16071428571428548,0.30057803468208094,0.41666666666666663,0.3866432337434096,0.41586073500967125,0.42,0.5047814207650273,0.515625,0.56,0.45801526717557245,0.3148148148148149,0.3493975903614459
0.0,0.0,0.0,0.0,0.271604938271605,0.2555555555555556,0.022857142857142854,0.06666666666666667,0.5466666666666669,0.5121951219512196,0.34999999999999964,0.6666666666666669,0.5,0.14299999999999996,0.7870619946091646,0.48429319371727764,0.2939393939393939,0.2268370607028753,0.2592592592592592,0.2222222222222222,0.5,0.5452562704471102,0.5000000000000001,0.4627777777777778,True,0.7323943661971832,0.8500000000000001,0.6222222222222222,True,0.2388059701492537,0.31578947368421056,0.20727272727272733,0.3823529411764707,0.2470588235294117,0.5000000000000001,0.3636363636363637,0.5,0.5427872860635697,0.4821428571428571,0.3583815028901731,0.7538888888888888,0.7451669595782073,0.5725338491295938,0.5599999999999999,0.48770491803278687,0.25,0.4252,0.7633587786259541,0.4444444444444447,0.4361445783132532
0.0,0.0,0.0,0.0,0.271604938271605,0.2555555555555556,0.022857142857142854,0.06666666666666667,0.5466666666666669,0.5121951219512196,0.34999999999999964,0.6666666666666669,0.429,0.6,0.5471698113207546,0.7696335078534032,0.5696969696969696,0.3003194888178914,0.22222222222222215,0.14814814814814814,0.5,0.6543075245365322,0.5835000000000001,0.7038888888888889,False,0.09859154929577468,0.65,0.4444444444444445,False,0.1940298507462686,0.31578947368421056,0.20727272727272733,0.3823529411764707,0.2470588235294117,0.5000000000000001,0.3636363636363637,0.5,0.5427872860635697,0.4821428571428571,0.3583815028901731,0.46055555555555555,0.3971880492091387,0.7040618955512572,0.58,0.4193989071038251,0.4271875,0.7268,0.4427480916030534,0.4444444444444447,0.4361445783132532
0.0,0.0,0.0,0.0,0.271604938271605,0.2555555555555556,0.022857142857142854,0.06666666666666667,0.5466666666666669,0.5121951219512196,0.34999999999999964,0.6666666666666669,0.444,0.545,0.5606469002695417,0.5994764397905759,0.47575757575757577,0.5878594249201278,0.2962962962962962,0.37037037037037035,0.389,0.4961832061068703,0.5125000000000001,0.6000000000000001,False,0.21126760563380287,0.5900000000000001,0.7361111111111112,False,0.1940298507462686,0.31578947368421056,0.20727272727272733,0.3823529411764707,0.2470588235294117,0.5000000000000001,0.3636363636363637,0.5,0.5427872860635697,0.4821428571428571,0.3583815028901731,0.4994444444444444,0.5202108963093145,0.47001934235976794,0.5,0.44262295081967207,0.4203125,0.44200000000000006,0.5038167938931297,0.4444444444444447,0.4361445783132532
0.0,0.0,0.058823529411764726,0.14285714285714285,0.06172839506172842,0.2111111111111111,0.19999999999999998,0.30000000000000004,0.4800000000000002,0.5853658536585369,0.7000000000000002,0.368794326241135,0.8,0.24999999999999994,0.8409703504043129,0.38481675392670167,0.6181818181818182,0.32907348242811496,0.1481481481481481,0.1111111111111111,0.5,0.40894220283533267,0.5335000000000001,0.7777777777777778,False,0.04225352112676059,0.7000000000000001,0.5927777777777778,False,0.14925373134328354,0.8421052631578951,0.5781818181818184,0.2941176470588236,0.19215686274509808,0.5000000000000001,0.2727272727272728,0.37735849056603776,0.48166259168704156,0.38392857142857123,0.8034682080924852,0.8611111111111112,0.8471001757469244,0.7176015473887815,0.5599999999999999,0.5730874316939891,0.3646875,0.6732,0.43511450381679384,0.8703703703703709,0.71566265060241
0.0,0.0,0.058823529411764726,0.14285714285714285,0.06172839506172842,0.2111111111111111,0.19999999999999998,0.30000000000000004,0.4800000000000002,0.5853658536585369,0.7000000000000002,0.368794326241135,0.615,0.5,0.7547169811320755,0.46596858638743466,0.4636363636363636,0.28115015974440893,0.44444444444444436,0.25925925925925924,0.423,0.4776444929116685,0.4215000000000001,0.5666666666666667,False,0.3943661971830987,0.6375000000000001,0.33333333333333337,True,0.44776119402985065,0.8421052631578951,0.5781818181818184,0.2941176470588236,0.19215686274509808,0.5000000000000001,0.2727272727272728,0.37735849056603776,0.48166259168704156,0.38392857142857123,0.8034682080924852,0.6194444444444445,0.7363796133567662,0.6479690522243714,0.64,0.47745901639344257,0.33375,0.708,0.47328244274809156,0.8703703703703709,0.71566265060241
0.0,0.0,0.2941176470588236,0.4285714285714286,0.1481481481481482,0.04444444444444445,0.30857142857142855,0.5416666666666667,0.44000000000000006,0.8902439024390247,0.34999999999999964,0.6524822695035459,0.2,0.5,0.6118598382749326,0.8324607329842934,0.2575757575757575,0.5079872204472842,0.1481481481481481,0.18518518518518517,0.7,0.3631406761177754,0.45000000000000007,0.5555555555555556,False,0.22535211267605637,0.2835,0.8150000000000001,False,0.3582089552238805,0.5,0.3418181818181819,0.7352941176470593,0.4862745098039216,0.5000000000000001,0.2727272727272728,0.5849056603773586,0.3863080684596577,0.13392857142857117,0.36994219653179194,0.38888888888888884,0.3971880492091387,0.379110251450677,0.52,0.7383879781420765,0.5728125,0.3532,0.4274809160305343,0.3518518518518518,0.3783132530120483
0.0,0.0,0.2941176470588236,0.4285714285714286,0.1481481481481482,0.04444444444444445,0.30857142857142855,0.5416666666666667,0.44000000000000006,0.8902439024390247,0.34999999999999964,0.6524822695035459,0.6,0.33299999999999996,0.7385444743935311,0.6020942408376964,0.6,0.4952076677316293,0.1481481481481481,0.18518518518518517,0.5,0.5452562704471102,0.45000000000000007,0.6111111111111112,False,0.22535211267605637,0.5,0.8611111111111112,False,0.11940298507462685,0.5,0.3418181818181819,0.7352941176470593,0.4862745098039216,0.5000000000000001,0.2727272727272728,0.5849056603773586,0.3863080684596577,0.13392857142857117,0.36994219653179194,0.7038888888888889,0.6344463971880492,0.6054158607350097,0.52,0.48770491803278687,0.4375,0.36,0.5496183206106869,0.3518518518518518,0.3783132530120483
